zip,irs_estimated_population,,
39825,1180,,
39826,520,,
39827,3030,,
39828,11870,,
39829,318,,
39832,86,,
39834,1810,,
39836,330,,
39837,4390,,
39840,3570,,
39841,550,,
39842,6100,,
39845,6030,,
39846,1620,,
39851,1660,,
39852,264,,
39854,1710,,
39859,950,,
39861,680,,
39862,870,,
39866,360,,
39867,280,,
39870,1550,,
39877,330,,
39885,496,,
39886,1070,,
39897,2770,,
39901,145,,
40003,1700,,
40004,27730,,
40006,4410,,
40007,210,,
40008,3830,,
40009,840,,
40010,720,,
40011,2220,,
40012,550,,
40013,5890,,
40014,21840,,
40018,117,,
40019,3420,,
40020,197,,
40022,980,,
40023,6220,,
40025,127,,
40026,6220,,
40027,185,,
40031,20900,,
40032,116,,
40033,10610,,
40036,210,,
40037,2580,,
40040,540,,
40041,350,,
40045,2720,,
40046,1710,,
40047,22560,,
40048,89,,
40049,64,,
40050,1360,,
40051,3930,,
40052,520,,
40055,1930,,
40056,3430,,
40057,3030,,
40058,86,,
40059,20100,,
40060,930,,
40061,60,,
40062,240,,
40063,33,,
40065,28900,,
40066,688,,
40067,5250,,
40068,2670,,
40069,7790,,
40070,490,,
40071,15380,,
40075,1180,,
40076,2530,,
40077,550,,
40078,2040,,
40104,990,,
40107,1970,,
40108,11440,,
40109,2300,,
40110,203,,
40111,1210,,
40115,580,,
40117,2600,,
40118,8310,,
40119,1740,,
40121,6630,,
40122,0,,
40129,272,,
40140,700,,
40142,1970,,
40143,4890,,
40144,1640,,
40145,800,,
40146,3280,,
40150,3710,,
40152,760,,
40153,132,,
40155,770,,
40157,860,,
40159,561,,
40160,20310,,
40161,137,,
40162,6150,,
40165,33020,,
40166,0,,
40170,310,,
40171,230,,
40175,14380,,
40176,1110,,
40177,1350,,
40178,380,,
40201,962,,
40202,3110,,
40203,10220,,
40204,10890,,
40205,20200,,
40206,15800,,
40207,27410,,
40208,8030,,
40209,360,,
40210,10350,,
40211,16500,,
40212,12160,,
40213,13760,,
40214,38580,,
40215,16830,,
40216,37200,,
40217,9370,,
40218,27170,,
40219,34330,,
40220,29680,,
40221,248,,
40222,19870,,
40223,22350,,
40224,95,,
40225,15,,
40228,17510,,
40229,35110,,
40231,0,,
40232,537,,
40233,172,,
40241,29040,,
40242,9610,,
40243,10640,,
40245,36820,,
40250,337,,
40251,356,,
40252,357,,
40253,336,,
40255,117,,
40256,430,,
40257,301,,
40258,23290,,
40259,617,,
40261,186,,
40266,0,,
40268,194,,
40269,372,,
40270,122,,
40272,32540,,
40280,418,,
40281,0,,
40282,0,,
40283,0,,
40285,0,,
40287,0,,
40289,0,,
40290,0,,
40291,37130,,
40292,35,,
40293,0,,
40294,0,,
40295,0,,
40296,0,,
40297,0,,
40298,0,,
40299,40340,,
40310,941,,
40311,5890,,
40312,4720,,
40313,1940,,
40316,260,,
40317,204,,
40319,155,,
40322,2530,,
40324,47140,,
40328,1110,,
40330,17390,,
40334,62,,
40336,9710,,
40337,4580,,
40339,157,,
40340,819,,
40342,21130,,
40346,730,,
40347,2600,,
40348,710,,
40350,210,,
40351,15600,,
40353,18820,,
40355,205,,
40356,39920,,
40357,250,,
40358,660,,
40359,6090,,
40360,6140,,
40361,15300,,
40362,698,,
40363,193,,
40366,88,,
40370,2730,,
40371,2210,,
40372,2110,,
40374,1720,,
40376,86,,
40379,3420,,
40380,5450,,
40383,22700,,
40384,0,,
40385,2820,,
40386,0,,
40387,1460,,
40390,5850,,
40391,30410,,
40392,878,,
40402,2350,,
40403,22640,,
40404,306,,
40405,213,,
40409,2910,,
40410,91,,
40419,3630,,
40422,19500,,
40423,918,,
40434,385,,
40437,3620,,
40440,1980,,
40442,870,,
40444,12470,,
40445,620,,
40446,0,,
40447,5380,,
40448,198,,
40452,60,,
40456,7160,,
40460,700,,
40461,2180,,
40464,790,,
40468,1680,,
40472,1140,,
40473,49,,
40475,49610,,
40476,1059,,
40481,400,,
40484,9970,,
40486,1720,,
40488,82,,
40489,3200,,
40492,97,,
40495,93,,
40502,22010,,
40503,23480,,
40504,18360,,
40505,20800,,
40506,96,,
40507,1280,,
40508,10810,,
40509,39820,,
40510,810,,
40511,31070,,
40512,58,,
40513,10650,,
40514,15470,,
40515,32540,,
40516,2420,,
40517,30170,,
40522,319,,
40523,294,,
40524,411,,
40526,27,,
40533,130,,
40536,0,,
40544,221,,
40546,0,,
40550,77,,
40555,641,,
40574,51,,
40575,60,,
40576,46,,
40577,23,,
40578,42,,
40579,31,,
40580,25,,
40581,36,,
40582,41,,
40583,276,,
40588,525,,
40591,223,,
40598,0,,
40601,45070,,
40602,1109,,
40603,77,,
40604,318,,
40618,0,,
40619,0,,
40620,0,,
40621,249,,
40622,0,,
40701,24230,,
40702,2187,,
40724,0,,
40729,4870,,
40730,512,,
40734,3150,,
40737,1120,,
40740,2410,,
40741,17820,,
40742,0,,
40743,2249,,
40744,15680,,
40745,31,,
40750,0,,
40754,0,,
40755,313,,
40759,1990,,
40763,250,,
40769,12930,,
40771,970,,
40801,489,,
40803,245,,
40806,1630,,
40807,538,,
40808,175,,
40810,750,,
40813,490,,
40815,890,,
40816,26,,
40818,77,,
40819,500,,
40820,250,,
40823,2190,,
40824,318,,
40826,380,,
40827,410,,
40828,2550,,
40829,761,,
40830,68,,
40831,3500,,
40840,235,,
40843,183,,
40844,227,,
40845,240,,
40847,449,,
40849,179,,
40854,1455,,
40855,721,,
40856,420,,
40858,189,,
40862,390,,
40863,290,,
40865,260,,
40868,510,,
40870,330,,
40873,1380,,
40874,201,,
40902,440,,
40903,660,,
40906,8160,,
40913,123,,
40914,460,,
40915,890,,
40921,198,,
40923,740,,
40927,250,,
40930,377,,
40931,0,,
40932,267,,
40935,1530,,
40939,350,,
40940,360,,
40941,600,,
40943,640,,
40944,339,,
40946,92,,
40949,560,,
40951,70,,
40953,430,,
40955,180,,
40958,340,,
40962,11600,,
40964,404,,
40965,8690,,
40972,880,,
40977,5620,,
40979,253,,
40981,22,,
40982,271,,
40983,193,,
40988,300,,
40995,185,,
40997,128,,
40999,312,,
41001,19080,,
41002,1950,,
41003,2080,,
41004,3570,,
41005,22650,,
41006,3830,,
41007,3920,,
41008,6440,,
41010,2660,,
41011,19780,,
41012,244,,
41014,5290,,
41015,18570,,
41016,4580,,
41017,37600,,
41018,25800,,
41019,0,,
41021,0,,
41022,795,,
41025,0,,
41030,5790,,
41031,14200,,
41033,1890,,
41034,870,,
41035,10030,,
41037,20,,
41039,2410,,
41040,6070,,
41041,6190,,
41042,47320,,
41043,1720,,
41044,960,,
41045,1040,,
41046,1630,,
41048,16140,,
41049,2090,,
41051,30380,,
41052,260,,
41053,0,,
41054,0,,
41055,1530,,
41056,11510,,
41059,2460,,
41061,24,,
41062,75,,
41063,2830,,
41064,1610,,
41065,57,,
41071,15010,,
41072,287,,
41073,4660,,
41074,4460,,
41075,15900,,
41076,13770,,
41080,1620,,
41081,0,,
41083,1100,,
41085,889,,
41086,1920,,
41091,24970,,
41092,3540,,
41093,2260,,
41094,14590,,
41095,3250,,
41096,154,,
41097,5950,,
41098,1350,,
41099,0,,
41101,13950,,
41102,15760,,
41105,994,,
41114,0,,
41121,1330,,
41124,670,,
41128,55,,
41129,7700,,
41132,320,,
41135,156,,
41139,6820,,
41141,1970,,
41142,225,,
41143,11140,,
41144,8070,,
41146,390,,
41149,400,,
41159,350,,
41160,23,,
41164,9580,,
41166,520,,
41168,2210,,
41169,4910,,
41171,3150,,
41173,228,,
41174,780,,
41175,4500,,
41179,5660,,
41180,750,,
41181,217,,
41183,1330,,
41189,2080,,
41201,136,,
41203,280,,
41204,350,,
41214,410,,
41216,950,,
41219,1470,,
41222,1870,,
41224,3190,,
41226,123,,
41230,9440,,
41231,600,,
41232,480,,
41234,350,,
41238,890,,
41240,4610,,
41250,520,,
41254,390,,
41255,740,,
41256,1700,,
41257,400,,
41260,550,,
41262,730,,
41263,300,,
41264,340,,
41265,1280,,
41267,640,,
41268,470,,
41271,210,,
41274,590,,
41301,4190,,
41307,0,,
41310,0,,
41311,4250,,
41313,0,,
41314,2960,,
41317,270,,
41332,860,,
41333,57,,
41338,20,,
41339,7000,,
41347,0,,
41348,950,,
41351,0,,
41352,390,,
41360,280,,
41362,25,,
41364,107,,
41365,330,,
41366,78,,
41367,185,,
41368,141,,
41385,480,,
41386,75,,
41390,119,,
41397,143,,
41408,300,,
41413,97,,
41421,270,,
41425,780,,
41426,216,,
41433,0,,
41451,70,,
41459,0,,
41464,330,,
41465,7880,,
41472,7070,,
41477,36,,
41501,14160,,
41502,3245,,
41503,400,,
41512,480,,
41513,310,,
41514,2480,,
41517,188,,
41519,740,,
41520,476,,
41522,2770,,
41524,210,,
41526,92,,
41527,430,,
41528,300,,
41531,720,,
41534,282,,
41535,270,,
41537,2920,,
41538,218,,
41539,1120,,
41540,250,,
41542,269,,
41543,380,,
41544,510,,
41547,236,,
41548,440,,
41549,202,,
41553,1310,,
41554,540,,
41555,460,,
41557,1270,,
41558,450,,
41559,310,,
41560,420,,
41561,246,,
41562,1620,,
41563,200,,
41564,640,,
41566,260,,
41567,210,,
41568,460,,
41571,320,,
41572,2450,,
41601,870,,
41602,650,,
41603,1110,,
41604,280,,
41605,690,,
41606,350,,
41607,240,,
41612,85,,
41615,510,,
41616,350,,
41619,288,,
41621,193,,
41622,300,,
41630,730,,
41631,550,,
41632,280,,
41635,1960,,
41636,420,,
41640,780,,
41642,460,,
41643,138,,
41645,820,,
41647,980,,
41649,1670,,
41650,520,,
41651,267,,
41653,7950,,
41655,500,,
41659,460,,
41660,470,,
41663,222,,
41666,490,,
41667,280,,
41669,410,,
41701,9170,,
41702,3261,,
41712,210,,
41713,240,,
41714,350,,
41719,960,,
41721,460,,
41722,1250,,
41723,780,,
41725,200,,
41727,910,,
41729,561,,
41731,690,,
41735,186,,
41736,222,,
41739,341,,
41740,540,,
41743,395,,
41745,212,,
41746,430,,
41747,67,,
41749,2580,,
41751,280,,
41754,290,,
41759,330,,
41760,0,,
41762,115,,
41763,330,,
41764,320,,
41766,150,,
41772,210,,
41773,970,,
41774,1720,,
41775,56,,
41776,1170,,
41777,440,,
41778,311,,
41804,570,,
41810,344,,
41812,262,,
41815,530,,
41817,350,,
41819,250,,
41821,280,,
41822,2090,,
41824,690,,
41825,290,,
41826,630,,
41828,440,,
41831,700,,
41832,270,,
41833,270,,
41834,330,,
41835,490,,
41836,540,,
41837,770,,
41838,310,,
41839,420,,
41840,860,,
41843,500,,
41844,580,,
41845,230,,
41847,310,,
41848,156,,
41849,146,,
41855,400,,
41858,4820,,
41859,164,,
41861,125,,
41862,510,,
42001,26320,,
42002,1552,,
42003,23090,,
42020,2040,,
42021,1180,,
42022,130,,
42023,1990,,
42024,1080,,
42025,17200,,
42027,1880,,
42028,500,,
42029,5440,,
42031,2420,,
42032,127,,
42033,93,,
42035,900,,
42036,1110,,
42037,45,,
42038,3930,,
42039,1430,,
42040,970,,
42041,3290,,
42044,2990,,
42045,1880,,
42047,168,,
42048,1880,,
42049,1300,,
42050,1940,,
42051,2760,,
42053,4380,,
42054,910,,
42055,2030,,
42056,1640,,
42058,2000,,
42060,157,,
42061,69,,
42063,27,,
42064,6450,,
42066,19350,,
42069,920,,
42070,39,,
42071,22460,,
42076,840,,
42078,1320,,
42079,1180,,
42081,1700,,
42082,1670,,
42083,250,,
42084,30,,
42085,680,,
42086,3850,,
42087,1860,,
42088,2290,,
42101,47180,,
42102,1985,,
42103,19890,,
42104,33580,,
42120,1920,,
42122,5030,,
42123,750,,
42124,48,,
42127,5210,,
42128,26,,
42129,5620,,
42130,137,,
42131,111,,
42133,1180,,
42134,15410,,
42135,855,,
42140,980,,
42141,26610,,
42142,947,,
42151,153,,
42152,111,,
42153,72,,
42154,580,,
42156,280,,
42157,390,,
42159,1120,,
42160,1780,,
42163,116,,
42164,13940,,
42166,1930,,
42167,6370,,
42170,1470,,
42171,6590,,
42201,276,,
42202,2040,,
42204,560,,
42206,5150,,
42207,970,,
42210,3490,,
42211,11490,,
42214,620,,
42215,1210,,
42216,221,,
42217,3250,,
42219,93,,
42220,5900,,
42221,85,,
42223,9440,,
42232,770,,
42234,1810,,
42236,920,,
42240,34250,,
42241,1138,,
42252,38,,
42254,250,,
42256,4150,,
42259,780,,
42261,8560,,
42262,6940,,
42265,840,,
42266,2320,,
42273,360,,
42274,2100,,
42275,760,,
42276,12790,,
42280,470,,
42283,0,,
42285,360,,
42286,1330,,
42287,177,,
42288,39,,
42301,37820,,
42302,555,,
42303,35410,,
42304,389,,
42320,6800,,
42321,420,,
42322,166,,
42323,830,,
42324,1000,,
42325,1720,,
42326,280,,
42327,3530,,
42328,1120,,
42330,7010,,
42332,222,,
42333,870,,
42334,63,,
42337,1600,,
42338,157,,
42339,740,,
42343,1500,,
42344,650,,
42345,8740,,
42347,5220,,
42348,4330,,
42349,1040,,
42350,1090,,
42351,3790,,
42352,1630,,
42354,240,,
42355,1600,,
42356,33,,
42361,460,,
42364,19,,
42366,5950,,
42367,810,,
42368,1140,,
42369,250,,
42370,95,,
42371,380,,
42372,1440,,
42374,250,,
42375,0,,
42376,6390,,
42377,0,,
42378,3150,,
42402,137,,
42403,0,,
42404,1910,,
42406,2420,,
42408,4780,,
42409,1920,,
42410,970,,
42411,1400,,
42413,2750,,
42419,778,,
42420,31080,,
42431,21750,,
42436,1220,,
42437,6050,,
42440,953,,
42441,1170,,
42442,2480,,
42444,209,,
42445,9230,,
42450,3160,,
42451,610,,
42452,2090,,
42453,480,,
42455,2900,,
42456,1460,,
42457,297,,
42458,790,,
42459,3440,,
42460,110,,
42461,1170,,
42462,1190,,
42463,174,,
42464,1550,,
42501,13290,,
42502,974,,
42503,20530,,
42516,320,,
42518,2370,,
42519,2320,,
42528,1250,,
42533,660,,
42539,7970,,
42541,480,,
42544,4820,,
42553,4610,,
42558,301,,
42564,466,,
42565,540,,
42566,510,,
42567,4620,,
42602,7320,,
42603,370,,
42629,4040,,
42631,379,,
42633,14670,,
42634,1010,,
42635,2670,,
42638,232,,
42642,10690,,
42647,2720,,
42649,1190,,
42653,3320,,
42701,46780,,
42702,1042,,
42712,1540,,
42713,1510,,
42715,370,,
42716,1470,,
42717,5050,,
42718,20600,,
42719,576,,
42720,19,,
42721,2980,,
42722,740,,
42724,4640,,
42726,4040,,
42728,12720,,
42729,1400,,
42731,182,,
42732,1500,,
42733,1170,,
42740,1660,,
42741,230,,
42742,79,,
42743,7310,,
42746,1640,,
42748,7790,,
42749,4280,,
42753,510,,
42754,12520,,
42755,707,,
42757,2540,,
42758,162,,
42759,282,,
42762,390,,
42764,540,,
42765,5250,,
42776,2340,,
42782,780,,
42784,2310,,
42788,260,,
43001,2450,,
43002,79,,
43003,2590,,
43004,29030,,
43005,274,,
43006,710,,
43007,133,,
43008,2227,,
43009,1850,,
43010,330,,
43011,7260,,
43013,1140,,
43014,3510,,
43015,55500,,
43016,42220,,
43017,41230,,
43018,460,,
43019,8600,,
43021,15180,,
43022,2180,,
43023,12560,,
43025,5340,,
43026,60540,,
43027,125,,
43028,7270,,
43029,510,,
43030,216,,
43031,12800,,
43032,111,,
43033,384,,
43035,33230,,
43036,270,,
43037,340,,
43040,32720,,
43041,0,,
43044,4810,,
43045,1890,,
43046,2930,,
43047,76,,
43048,101,,
43050,24390,,
43054,26110,,
43055,52850,,
43056,16150,,
43058,1054,,
43060,2490,,
43061,4700,,
43062,31240,,
43064,18030,,
43065,45330,,
43066,1260,,
43067,1430,,
43068,53810,,
43069,0,,
43070,125,,
43071,2250,,
43072,5080,,
43073,251,,
43074,15390,,
43076,8580,,
43077,234,,
43078,17700,,
43080,4750,,
43081,59110,,
43082,31920,,
43083,98,,
43084,780,,
43085,24400,,
43086,646,,
43093,0,,
43098,0,,
43101,388,,
43102,4320,,
43103,11700,,
43105,7900,,
43106,1370,,
43107,3070,,
43109,315,,
43110,38370,,
43111,261,,
43112,4800,,
43113,20560,,
43115,1230,,
43116,2880,,
43117,175,,
43119,27790,,
43123,62090,,
43125,12660,,
43126,410,,
43127,216,,
43128,1900,,
43130,52040,,
43135,3660,,
43136,1970,,
43137,2550,,
43138,15540,,
43140,17970,,
43142,96,,
43143,5460,,
43144,428,,
43145,1610,,
43146,8790,,
43147,45360,,
43148,2190,,
43149,2140,,
43150,2230,,
43151,329,,
43152,750,,
43153,790,,
43154,2910,,
43155,2250,,
43156,283,,
43157,584,,
43158,293,,
43160,18830,,
43162,6450,,
43163,78,,
43164,2100,,
43194,0,,
43195,0,,
43196,0,,
43198,0,,
43199,0,,
43201,15100,,
43202,13970,,
43203,6830,,
43204,35610,,
43205,9510,,
43206,18300,,
43207,39340,,
43209,23930,,
43210,200,,
43211,18060,,
43212,18010,,
43213,30220,,
43214,23630,,
43215,13070,,
43216,512,,
43217,1900,,
43218,0,,
43219,25770,,
43220,25200,,
43221,31960,,
43222,2880,,
43223,20570,,
43224,37000,,
43226,125,,
43227,21440,,
43228,49650,,
43229,46350,,
43230,53380,,
43231,20350,,
43232,39560,,
43234,174,,
43235,39680,,
43236,252,,
43240,6200,,
43251,22,,
43260,0,,
43265,0,,
43266,0,,
43268,0,,
43270,0,,
43271,138,,
43272,0,,
43279,0,,
43287,0,,
43291,0,,
43299,0,,
43301,635,,
43302,41370,,
43306,0,,
43307,0,,
43310,3050,,
43311,17400,,
43314,2780,,
43315,6530,,
43316,5440,,
43317,186,,
43318,2980,,
43319,1120,,
43320,1280,,
43321,220,,
43322,354,,
43323,580,,
43324,2650,,
43325,211,,
43326,10900,,
43330,132,,
43331,3600,,
43332,1790,,
43333,740,,
43334,6060,,
43335,53,,
43336,164,,
43337,940,,
43338,9140,,
43340,1270,,
43341,790,,
43342,3110,,
43343,1140,,
43344,5130,,
43345,830,,
43346,135,,
43347,1330,,
43348,1660,,
43349,126,,
43350,147,,
43351,9100,,
43356,1060,,
43357,4440,,
43358,2330,,
43359,720,,
43360,1670,,
43402,23400,,
43403,142,,
43406,1550,,
43407,550,,
43408,267,,
43410,9140,,
43412,3990,,
43413,1350,,
43414,167,,
43416,2640,,
43420,26300,,
43430,4180,,
43431,4090,,
43432,1340,,
43433,144,,
43434,104,,
43435,1260,,
43436,0,,
43437,383,,
43438,307,,
43439,126,,
43440,4330,,
43441,103,,
43442,940,,
43443,1790,,
43445,1070,,
43446,60,,
43447,3230,,
43449,7430,,
43450,3200,,
43451,1020,,
43452,12130,,
43456,686,,
43457,1370,,
43458,324,,
43460,5760,,
43462,990,,
43463,245,,
43464,1170,,
43465,5020,,
43466,2040,,
43467,167,,
43468,411,,
43469,2880,,
43501,710,,
43502,6790,,
43504,1080,,
43505,115,,
43506,13310,,
43510,85,,
43511,780,,
43512,25370,,
43515,7590,,
43516,2670,,
43517,3280,,
43518,2390,,
43519,191,,
43520,65,,
43521,2460,,
43522,3140,,
43523,121,,
43524,1180,,
43525,1140,,
43526,5540,,
43527,2030,,
43528,15070,,
43529,268,,
43530,48,,
43531,183,,
43532,3700,,
43533,1440,,
43534,1530,,
43535,730,,
43536,340,,
43537,26950,,
43540,1330,,
43541,127,,
43542,4370,,
43543,6560,,
43545,13030,,
43547,342,,
43548,670,,
43549,1290,,
43550,40,,
43551,40700,,
43552,295,,
43553,424,,
43554,2300,,
43555,331,,
43556,1640,,
43557,2400,,
43558,12160,,
43560,32450,,
43565,349,,
43566,8300,,
43567,11970,,
43569,2480,,
43570,2820,,
43571,7490,,
43601,29,,
43603,74,,
43604,5540,,
43605,18840,,
43606,18110,,
43607,13830,,
43608,9630,,
43609,15420,,
43610,3300,,
43611,15510,,
43612,24590,,
43613,27590,,
43614,25020,,
43615,32860,,
43616,18630,,
43617,7370,,
43618,3229,,
43619,6880,,
43620,3200,,
43623,17630,,
43635,424,,
43652,0,,
43654,0,,
43656,0,,
43657,0,,
43659,0,,
43660,0,,
43661,0,,
43666,0,,
43667,0,,
43681,0,,
43682,0,,
43697,395,,
43699,152,,
43701,45820,,
43702,1060,,
43711,114,,
43713,6210,,
43716,1520,,
43717,319,,
43718,2940,,
43719,1980,,
43720,1090,,
43721,202,,
43722,436,,
43723,4110,,
43724,5640,,
43725,16380,,
43727,1380,,
43728,880,,
43730,1940,,
43731,4400,,
43732,1460,,
43733,143,,
43734,1160,,
43735,476,,
43736,38,,
43738,45,,
43739,2180,,
43740,227,,
43746,1200,,
43747,950,,
43748,2470,,
43749,1960,,
43750,101,,
43752,20,,
43754,1150,,
43755,1520,,
43756,3990,,
43757,84,,
43758,2600,,
43759,306,,
43760,1820,,
43761,123,,
43762,4100,,
43764,6660,,
43766,1250,,
43767,1360,,
43768,283,,
43771,1590,,
43772,1720,,
43773,2820,,
43777,3710,,
43778,1380,,
43779,850,,
43780,1960,,
43782,590,,
43783,4190,,
43786,65,,
43787,2410,,
43788,740,,
43789,58,,
43791,204,,
43793,4020,,
43802,1220,,
43803,0,,
43804,3960,,
43805,60,,
43811,680,,
43812,15740,,
43821,3980,,
43822,4310,,
43824,3730,,
43828,0,,
43830,6320,,
43832,5990,,
43836,105,,
43837,1600,,
43840,1120,,
43842,327,,
43843,1250,,
43844,3470,,
43845,4090,,
43901,1780,,
43902,184,,
43903,1440,,
43905,272,,
43906,6190,,
43907,4360,,
43908,1080,,
43909,201,,
43910,3110,,
43912,5130,,
43913,1100,,
43914,100,,
43915,1270,,
43916,212,,
43917,2370,,
43920,17670,,
43925,261,,
43926,334,,
43927,196,,
43928,231,,
43930,720,,
43931,423,,
43932,770,,
43933,1720,,
43934,504,,
43935,6670,,
43937,199,,
43938,4220,,
43939,605,,
43940,493,,
43941,114,,
43942,1880,,
43943,3020,,
43944,2110,,
43945,2430,,
43946,1550,,
43947,4350,,
43948,701,,
43950,12340,,
43951,262,,
43952,13020,,
43953,9980,,
43961,256,,
43962,131,,
43963,1110,,
43964,7990,,
43967,87,,
43968,5410,,
43970,21,,
43971,920,,
43972,158,,
43973,1600,,
43974,269,,
43976,1310,,
43977,1770,,
43981,304,,
43983,410,,
43984,35,,
43985,251,,
43986,1500,,
43988,2030,,
44001,20240,,
44003,3580,,
44004,25390,,
44005,972,,
44010,1530,,
44011,24570,,
44012,24450,,
44017,14860,,
44021,5920,,
44022,16650,,
44023,18280,,
44024,22080,,
44026,10570,,
44028,8670,,
44030,11980,,
44032,1340,,
44033,122,,
44035,52970,,
44036,631,,
44039,35320,,
44040,3090,,
44041,11790,,
44044,11430,,
44045,542,,
44046,2050,,
44047,8140,,
44048,2010,,
44049,252,,
44050,6350,,
44052,23710,,
44053,18260,,
44054,11460,,
44055,15730,,
44056,11620,,
44057,17220,,
44060,56510,,
44061,397,,
44062,14710,,
44064,1590,,
44065,3610,,
44067,18660,,
44068,771,,
44070,29350,,
44072,4650,,
44073,0,,
44074,7860,,
44076,4810,,
44077,53990,,
44080,398,,
44081,6960,,
44082,1280,,
44084,3390,,
44085,2840,,
44086,2110,,
44087,21230,,
44088,219,,
44089,14400,,
44090,10100,,
44092,14770,,
44093,1180,,
44094,33250,,
44095,28830,,
44096,273,,
44097,14,,
44099,2360,,
44101,1259,,
44102,30410,,
44103,9570,,
44104,12730,,
44105,24860,,
44106,13150,,
44107,41090,,
44108,15140,,
44109,30560,,
44110,12190,,
44111,33720,,
44112,12260,,
44113,12310,,
44114,4200,,
44115,4940,,
44116,19990,,
44117,7710,,
44118,32840,,
44119,10100,,
44120,25960,,
44121,27390,,
44122,31420,,
44123,14510,,
44124,35740,,
44125,24660,,
44126,15670,,
44127,2720,,
44128,22200,,
44129,25270,,
44130,44810,,
44131,20280,,
44132,12050,,
44133,29210,,
44134,33720,,
44135,21830,,
44136,24100,,
44137,19920,,
44138,21530,,
44139,24460,,
44140,15600,,
44141,13820,,
44142,16840,,
44143,22220,,
44144,18400,,
44145,31190,,
44146,24530,,
44147,18840,,
44149,20260,,
44178,0,,
44181,155,,
44185,0,,
44188,0,,
44189,0,,
44190,0,,
44191,0,,
44192,0,,
44193,0,,
44194,0,,
44195,30,,
44197,0,,
44198,0,,
44199,394,,
44201,5890,,
44202,21480,,
44203,34060,,
44210,538,,
44211,94,,
44212,42440,,
44214,2040,,
44215,2140,,
44216,8720,,
44217,3740,,
44221,25310,,
44222,134,,
44223,16680,,
44224,35390,,
44230,7390,,
44231,7980,,
44232,191,,
44233,8080,,
44234,2980,,
44235,1310,,
44236,26220,,
44237,0,,
44240,27390,,
44241,16290,,
44242,56,,
44243,59,,
44250,1232,,
44251,1192,,
44253,3250,,
44254,4260,,
44255,6610,,
44256,62120,,
44258,362,,
44260,12170,,
44262,4650,,
44264,3120,,
44265,498,,
44266,28150,,
44270,7610,,
44272,4910,,
44273,6440,,
44274,441,,
44275,3070,,
44276,1890,,
44278,17120,,
44280,5530,,
44281,30850,,
44282,301,,
44285,104,,
44286,5980,,
44287,6690,,
44288,2990,,
44301,11840,,
44302,3560,,
44303,6270,,
44304,1580,,
44305,17120,,
44306,16540,,
44307,5110,,
44308,450,,
44309,633,,
44310,20010,,
44311,3710,,
44312,26800,,
44313,22400,,
44314,14260,,
44315,0,,
44316,88,,
44317,0,,
44319,19540,,
44320,15270,,
44321,15240,,
44322,0,,
44325,31,,
44326,0,,
44328,0,,
44333,17770,,
44334,306,,
44372,0,,
44393,0,,
44396,0,,
44398,0,,
44399,0,,
44401,2450,,
44402,2860,,
44403,3280,,
44404,1220,,
44405,6390,,
44406,21900,,
44408,9390,,
44410,15660,,
44411,2010,,
44412,2520,,
44413,6150,,
44415,114,,
44416,86,,
44417,1370,,
44418,1220,,
44420,13040,,
44422,70,,
44423,2030,,
44424,162,,
44425,12630,,
44427,1420,,
44428,2700,,
44429,2000,,
44430,3000,,
44431,4280,,
44432,8670,,
44436,3120,,
44437,3720,,
44438,3630,,
44439,233,,
44440,4040,,
44441,1470,,
44442,3720,,
44443,1520,,
44444,8560,,
44445,2870,,
44446,16630,,
44449,1080,,
44450,1690,,
44451,2820,,
44452,2660,,
44453,127,,
44454,790,,
44455,1460,,
44460,21830,,
44470,3500,,
44471,8740,,
44473,3450,,
44481,8910,,
44482,397,,
44483,20130,,
44484,19790,,
44485,11410,,
44486,0,,
44488,0,,
44490,620,,
44491,3780,,
44492,133,,
44493,253,,
44501,712,,
44502,6630,,
44503,210,,
44504,2880,,
44505,12240,,
44506,1600,,
44507,3000,,
44509,8270,,
44510,1590,,
44511,15570,,
44512,29280,,
44513,213,,
44514,21020,,
44515,23680,,
44555,0,,
44601,27200,,
44606,7440,,
44607,140,,
44608,2430,,
44609,3180,,
44610,631,,
44611,1810,,
44612,4940,,
44613,1710,,
44614,12320,,
44615,9290,,
44617,78,,
44618,6460,,
44619,409,,
44620,1300,,
44621,4060,,
44622,16470,,
44624,5530,,
44625,1210,,
44626,2800,,
44627,7060,,
44628,1010,,
44629,2050,,
44630,303,,
44631,27,,
44632,9530,,
44633,2270,,
44634,1820,,
44636,345,,
44637,2260,,
44638,1440,,
44639,195,,
44640,173,,
44641,18870,,
44643,2920,,
44644,3970,,
44645,2430,,
44646,42630,,
44647,16300,,
44648,345,,
44650,130,,
44651,710,,
44652,234,,
44653,667,,
44654,19210,,
44656,2400,,
44657,8800,,
44659,348,,
44660,87,,
44661,279,,
44662,8450,,
44663,21660,,
44665,100,,
44666,2710,,
44667,12270,,
44669,1350,,
44670,256,,
44671,425,,
44672,3580,,
44675,1660,,
44676,4410,,
44677,2530,,
44678,226,,
44679,15,,
44680,3700,,
44681,7930,,
44682,1062,,
44683,6860,,
44685,27720,,
44687,363,,
44688,2550,,
44689,580,,
44690,242,,
44691,37110,,
44693,85,,
44695,1090,,
44697,332,,
44699,810,,
44701,431,,
44702,400,,
44703,6150,,
44704,2850,,
44705,13970,,
44706,14530,,
44707,7080,,
44708,21860,,
44709,15230,,
44710,7210,,
44711,572,,
44714,7560,,
