zip,irs_estimated_population,,
19128,30050,,
19129,8180,,
19130,21650,,
19131,29460,,
19132,25850,,
19133,17140,,
19134,42170,,
19135,27840,,
19136,28550,,
19137,7030,,
19138,25360,,
19139,31800,,
19140,38500,,
19141,22700,,
19142,24750,,
19143,50320,,
19144,30680,,
19145,38070,,
19146,32180,,
19147,31300,,
19148,41810,,
19149,46580,,
19150,19200,,
19151,25340,,
19152,28840,,
19153,10200,,
19154,30120,,
19155,29,,
19160,332,,
19161,0,,
19162,0,,
19170,0,,
19171,0,,
19172,0,,
19173,0,,
19175,0,,
19176,0,,
19177,0,,
19178,0,,
19179,0,,
19181,0,,
19182,0,,
19183,0,,
19184,0,,
19185,0,,
19187,0,,
19188,0,,
19190,0,,
19191,0,,
19192,0,,
19193,15,,
19194,0,,
19195,0,,
19196,0,,
19197,0,,
19244,0,,
19255,143,,
19301,7160,,
19310,2830,,
19311,9000,,
19312,11830,,
19316,358,,
19317,10390,,
19318,362,,
19319,270,,
19320,48690,,
19330,5590,,
19331,179,,
19333,7190,,
19335,52240,,
19339,0,,
19340,0,,
19341,19610,,
19342,18800,,
19343,8170,,
19344,11930,,
19345,561,,
19346,188,,
19347,269,,
19348,21970,,
19350,10700,,
19351,173,,
19352,8730,,
19353,66,,
19354,202,,
19355,28910,,
19357,222,,
19358,475,,
19360,358,,
19362,5450,,
19363,16610,,
19365,7110,,
19366,103,,
19367,399,,
19369,622,,
19371,55,,
19372,2410,,
19373,2620,,
19374,1180,,
19375,1073,,
19376,406,,
19380,47190,,
19381,388,,
19382,46610,,
19383,55,,
19388,0,,
19390,13370,,
19395,358,,
19397,0,,
19398,0,,
19399,242,,
19401,34510,,
19403,41130,,
19404,490,,
19405,4770,,
19406,25570,,
19407,54,,
19408,152,,
19409,111,,
19415,0,,
19420,0,,
19421,525,,
19422,19720,,
19423,187,,
19424,0,,
19425,16650,,
19426,37590,,
19428,16610,,
19429,0,,
19430,262,,
19432,91,,
19435,260,,
19436,460,,
19437,1526,,
19438,23470,,
19440,18060,,
19441,0,,
19442,1258,,
19443,187,,
19444,10520,,
19446,54090,,
19450,435,,
19451,62,,
19453,1160,,
19454,27020,,
19455,0,,
19456,827,,
19457,459,,
19460,38930,,
19462,15510,,
19464,44310,,
19465,17000,,
19468,26750,,
19470,391,,
19472,271,,
19473,15160,,
19474,1295,,
19475,10660,,
19477,260,,
19478,345,,
19480,150,,
19481,707,,
19482,161,,
19483,0,,
19484,0,,
19485,0,,
19486,287,,
19487,0,,
19488,0,,
19489,0,,
19490,854,,
19492,760,,
19493,0,,
19494,0,,
19495,0,,
19496,0,,
19501,1224,,
19503,1240,,
19504,5040,,
19505,3330,,
19506,7250,,
19507,3310,,
19508,14570,,
19510,7590,,
19511,299,,
19512,15460,,
19516,252,,
19518,15700,,
19519,271,,
19520,5670,,
19522,13630,,
19523,314,,
19525,16550,,
19526,10260,,
19529,2790,,
19530,10040,,
19533,6290,,
19534,1850,,
19535,178,,
19536,518,,
19538,138,,
19539,4260,,
19540,11430,,
19541,4270,,
19542,139,,
19543,6160,,
19544,297,,
19545,613,,
19547,4350,,
19548,157,,
19549,295,,
19550,559,,
19551,4900,,
19554,612,,
19555,3380,,
19559,473,,
19560,8680,,
19562,2150,,
19564,210,,
19565,8080,,
19567,5150,,
19601,28410,,
19602,15050,,
19603,1051,,
19604,24740,,
19605,19940,,
19606,32440,,
19607,20300,,
19608,23590,,
19609,10080,,
19610,14980,,
19611,8840,,
19612,1181,,
19640,0,,
19701,40780,,
19702,50470,,
19703,14140,,
19706,1850,,
19707,16490,,
19708,104,,
19709,49350,,
19710,450,,
19711,38720,,
19712,21,,
19713,28130,,
19714,1499,,
19715,120,,
19716,46,,
19717,30,,
19718,0,,
19720,53510,,
19721,88,,
19725,0,,
19726,0,,
19730,642,,
19731,251,,
19732,208,,
19733,420,,
19734,13300,,
19735,17,,
19736,190,,
19801,11910,,
19802,20340,,
19803,20760,,
19804,17210,,
19805,34170,,
19806,7700,,
19807,8060,,
19808,36270,,
19809,12970,,
19810,23580,,
19850,615,,
19880,0,,
19884,0,,
19885,0,,
19886,0,,
19887,0,,
19889,0,,
19890,270,,
19891,0,,
19892,0,,
19893,0,,
19894,0,,
19895,0,,
19896,0,,
19897,0,,
19898,633,,
19899,1007,,
19901,29740,,
19902,572,,
19903,927,,
19904,32060,,
19905,0,,
19906,0,,
19930,2550,,
19931,300,,
19933,9490,,
19934,13500,,
19936,456,,
19938,9650,,
19939,6810,,
19940,6090,,
19941,2700,,
19943,12050,,
19944,450,,
19945,8160,,
19946,4470,,
19947,17820,,
19950,6580,,
19951,1960,,
19952,9660,,
19953,4200,,
19954,1460,,
19955,400,,
19956,15180,,
19958,27970,,
19960,6500,,
19961,112,,
19962,13240,,
19963,19330,,
19964,1170,,
19966,30640,,
19967,1900,,
19968,13820,,
19969,323,,
19970,8420,,
19971,13460,,
19973,23020,,
19975,9790,,
19977,24270,,
19979,710,,
19980,325,,
20001,33910,,
20002,53730,,
20003,29800,,
20004,1170,,
20005,8310,,
20006,510,,
20007,17990,,
20008,22990,,
20009,38920,,
20010,26100,,
20011,61640,,
20012,14150,,
20013,868,,
20015,15060,,
20016,23860,,
20017,16280,,
20018,17120,,
20019,48680,,
20020,41430,,
20022,0,,
20023,0,,
20024,12100,,
20026,308,,
20027,104,,
20029,511,,
20030,559,,
20032,29560,,
20033,80,,
20035,126,,
20036,3810,,
20037,5840,,
20038,261,,
20039,166,,
20040,212,,
20041,75,,
20042,0,,
20043,86,,
20044,335,,
20045,32,,
20046,0,,
20047,0,,
20049,0,,
20050,0,,
20051,0,,
20052,124,,
20053,0,,
20055,0,,
20056,147,,
20057,799,,
20058,0,,
20059,99,,
20060,0,,
20061,0,,
20062,0,,
20063,0,,
20064,33,,
20065,0,,
20066,0,,
20067,0,,
20068,0,,
20069,0,,
20070,0,,
20071,28,,
20073,0,,
20074,0,,
20075,0,,
20076,0,,
20077,0,,
20078,0,,
20080,0,,
20081,0,,
20082,0,,
20088,0,,
20090,394,,
20091,125,,
20097,0,,
20098,0,,
20101,87,,
20102,0,,
20103,0,,
20104,0,,
20105,36450,,
20106,4740,,
20107,31,,
20108,1684,,
20109,40680,,
20110,46640,,
20111,37870,,
20112,29550,,
20113,188,,
20115,5780,,
20116,902,,
20117,1750,,
20118,2122,,
20119,3900,,
20120,40880,,
20121,26640,,
20122,621,,
20124,14950,,
20128,255,,
20129,620,,
20130,280,,
20131,375,,
20132,17440,,
20134,959,,
20135,2570,,
20136,31110,,
20137,1950,,
20138,289,,
20139,326,,
20140,98,,
20141,8240,,
20142,667,,
20143,1190,,
20144,910,,
20146,510,,
20147,64450,,
20148,62880,,
20149,0,,
20151,22740,,
20152,37150,,
20153,632,,
20155,36490,,
20156,339,,
20158,4290,,
20159,419,,
20160,243,,
20163,0,,
20164,40570,,
20165,32540,,
20166,14250,,
20167,542,,
20168,269,,
20169,28790,,
20170,41760,,
20171,49890,,
20172,769,,
20175,32490,,
20176,49840,,
20177,711,,
20178,239,,
20180,8120,,
20181,9630,,
20182,437,,
20184,440,,
20185,384,,
20186,13740,,
20187,18660,,
20188,1067,,
20189,9117,,
20190,18100,,
20191,28110,,
20192,0,,
20193,0,,
20194,11910,,
20195,525,,
20196,0,,
20197,2510,,
20198,1950,,
20199,0,,
20201,0,,
20202,0,,
20203,0,,
20204,0,,
20206,0,,
20207,0,,
20208,0,,
20210,0,,
20211,0,,
20212,0,,
20213,0,,
20214,0,,
20215,0,,
20216,0,,
20217,0,,
20218,0,,
20219,0,,
20220,0,,
20221,0,,
20222,0,,
20223,0,,
20224,0,,
20226,0,,
20227,0,,
20228,0,,
20229,0,,
20230,0,,
20232,0,,
20233,0,,
20235,0,,
20237,0,,
20238,0,,
20239,0,,
20240,0,,
20241,0,,
20242,0,,
20244,0,,
20245,0,,
20250,0,,
20251,0,,
20252,0,,
20254,0,,
20260,0,,
20261,0,,
20262,0,,
20265,0,,
20266,0,,
20268,0,,
20270,0,,
20277,0,,
20289,0,,
20299,0,,
20301,0,,
20303,0,,
20306,0,,
20307,76,,
20310,0,,
20314,0,,
20317,11,,
20318,0,,
20319,20,,
20330,0,,
20340,0,,
20350,0,,
20355,0,,
20370,0,,
20372,0,,
20373,140,,
20374,29,,
20375,0,,
20376,0,,
20380,0,,
20388,0,,
20389,0,,
20390,329,,
20391,0,,
20392,0,,
20393,0,,
20394,0,,
20395,0,,
20398,0,,
20401,0,,
20402,0,,
20403,0,,
20404,0,,
20405,0,,
20406,0,,
20407,0,,
20408,0,,
20409,0,,
20410,0,,
20411,0,,
20412,0,,
20413,0,,
20414,0,,
20415,0,,
20416,0,,
20417,0,,
20418,0,,
20419,0,,
20420,0,,
20421,0,,
20422,0,,
20423,0,,
20424,0,,
20425,0,,
20426,0,,
20427,0,,
20428,0,,
20429,0,,
20431,97,,
20433,194,,
20434,0,,
20435,0,,
20436,0,,
20437,0,,
20439,0,,
20440,0,,
20441,0,,
20442,0,,
20444,0,,
20447,0,,
20451,0,,
20453,0,,
20456,0,,
20460,0,,
20463,0,,
20468,0,,
20469,0,,
20470,0,,
20472,0,,
20500,0,,
20501,0,,
20502,0,,
20503,0,,
20504,0,,
20505,0,,
20506,0,,
20507,0,,
20508,0,,
20509,0,,
20510,0,,
20511,0,,
20515,0,,
20520,0,,
20521,384,,
20522,0,,
20523,0,,
20524,0,,
20525,0,,
20526,0,,
20527,0,,
20528,0,,
20529,0,,
20530,0,,
20531,0,,
20532,0,,
20533,0,,
20534,0,,
20535,0,,
20536,0,,
20537,0,,
20538,0,,
20539,0,,
20540,0,,
20541,0,,
20542,0,,
20543,0,,
20544,0,,
20546,0,,
20547,0,,
20548,0,,
20549,0,,
20551,0,,
20552,0,,
20553,0,,
20554,0,,
20555,0,,
20557,0,,
20558,0,,
20559,0,,
20560,0,,
20565,0,,
20566,0,,
20570,0,,
20571,0,,
20572,0,,
20573,0,,
20575,0,,
20576,0,,
20577,24,,
20578,0,,
20579,0,,
20580,0,,
20581,0,,
20585,0,,
20586,0,,
20588,0,,
20590,0,,
20591,0,,
20593,0,,
20594,0,,
20597,0,,
20598,0,,
20599,0,,
20601,25530,,
20602,25300,,
20603,30800,,
20604,1437,,
20606,290,,
20607,11760,,
20608,690,,
20609,1060,,
20610,233,,
20611,1010,,
20612,319,,
20613,15710,,
20615,390,,
20616,7100,,
20617,850,,
20618,810,,
20619,13840,,
20620,1390,,
20621,1290,,
20622,4610,,
20623,2770,,
20624,1210,,
20625,799,,
20626,310,,
20627,271,,
20628,530,,
20629,409,,
20630,560,,
20632,500,,
20634,6550,,
20635,24,,
20636,10220,,
20637,5720,,
20639,15550,,
20640,8810,,
20643,43,,
20645,890,,
20646,19460,,
20650,14230,,
20653,21360,,
20656,519,,
20657,18180,,
20658,940,,
20659,23120,,
20660,239,,
20661,62,,
20662,2230,,
20664,2670,,
20667,450,,
20670,1020,,
20674,730,,
20675,1610,,
20676,3210,,
20677,2460,,
20678,12340,,
20680,770,,
20682,0,,
20684,1120,,
20685,6280,,
20686,220,,
20687,230,,
20688,2530,,
20689,1860,,
20690,810,,
20692,960,,
20693,1070,,
20695,13180,,
20697,0,,
20701,540,,
20703,411,,
20704,412,,
20705,28000,,
20706,43790,,
20707,34240,,
20708,24120,,
20709,348,,
20710,8590,,
20711,6920,,
20712,7250,,
20714,4030,,
20715,24360,,
20716,19690,,
20717,117,,
20718,358,,
20719,76,,
20720,24210,,
20721,28410,,
20722,5920,,
20723,33600,,
20724,17530,,
20725,488,,
20726,109,,
20731,319,,
20732,9910,,
20733,2670,,
20735,35710,,
20736,9100,,
20737,22490,,
20738,294,,
20740,19020,,
20741,284,,
20742,165,,
20743,34430,,
20744,48660,,
20745,26550,,
20746,24630,,
20747,33510,,
20748,32790,,
20749,530,,
20750,466,,
20751,2130,,
20752,336,,
20753,597,,
20754,6970,,
20755,8040,,
20757,630,,
20758,760,,
20759,6900,,
20762,2520,,
20763,2530,,
20764,3790,,
20765,553,,
20768,413,,
20769,7130,,
20770,23020,,
20771,0,,
20772,47590,,
20773,613,,
20774,48230,,
20775,184,,
20776,3140,,
20777,3570,,
20778,1720,,
20779,1220,,
20781,11840,,
20782,29120,,
20783,41470,,
20784,31380,,
20785,36780,,
20787,535,,
20788,51,,
20790,0,,
20791,600,,
20792,441,,
20794,11210,,
20797,0,,
20799,0,,
20810,0,,
20811,0,,
20812,310,,
20813,52,,
20814,27170,,
20815,26670,,
20816,15380,,
20817,35090,,
20818,1740,,
20824,315,,
20825,50,,
20827,229,,
20830,360,,
20832,25120,,
20833,7750,,
20837,6940,,
20838,280,,
20839,220,,
20841,9090,,
20842,1790,,
20847,92,,
20848,308,,
20849,476,,
20850,45270,,
20851,13110,,
20852,40540,,
20853,30400,,
20854,48420,,
20855,15650,,
20857,0,,
20859,255,,
20860,1960,,
20861,3010,,
20862,420,,
20866,14840,,
20868,710,,
20871,29770,,
20872,13530,,
20874,58720,,
20875,628,,
20876,24820,,
20877,34580,,
20878,62780,,
20879,25080,,
20880,740,,
20882,13970,,
20883,161,,
20884,366,,
20885,344,,
20886,33200,,
20889,273,,
20891,119,,
20892,0,,
20894,0,,
20895,18920,,
20896,1020,,
20897,0,,
20898,347,,
20899,0,,
20901,35240,,
20902,49260,,
20903,22590,,
20904,53840,,
20905,17510,,
20906,67800,,
20907,323,,
20908,38,,
20910,38200,,
20911,115,,
20912,22810,,
20913,225,,
20914,526,,
20915,270,,
20916,425,,
20918,236,,
20993,0,,
20997,0,,
21001,23550,,
21005,1960,,
21009,29240,,
21010,580,,
21012,21310,,
21013,4820,,
21014,35890,,
21015,30050,,
21017,5630,,
21018,51,,
21020,111,,
21022,326,,
21023,247,,
21027,185,,
21028,3120,,
21029,13310,,
21030,23970,,
21031,23,,
21032,8570,,
21034,3060,,
21035,8140,,
21036,2230,,
21037,20240,,
21040,22210,,
21041,398,,
21042,42830,,
21043,46230,,
21044,40350,,
21045,36680,,
21046,14840,,
21047,12980,,
21048,10340,,
21050,18320,,
21051,360,,
21052,417,,
21053,3040,,
21054,13780,,
21056,256,,
21057,3900,,
21060,35110,,
21061,49300,,
21062,0,,
21065,0,,
21071,632,,
21074,14780,,
21075,33530,,
21076,22170,,
21077,310,,
21078,17970,,
21082,860,,
21084,7260,,
21085,16040,,
21087,5490,,
21088,35,,
21090,10090,,
21092,156,,
21093,36360,,
21094,247,,
21098,0,,
21102,11580,,
21104,5850,,
21105,132,,
21106,259,,
21108,18740,,
21111,4930,,
21113,34540,,
21114,25220,,
21117,51450,,
21120,7240,,
21122,57890,,
21123,635,,
21128,14600,,
21130,237,,
21131,7870,,
21132,2690,,
21133,27120,,
21136,33040,,
21139,157,,
21140,3520,,
21144,35060,,
21146,28140,,
21150,90,,
21152,5610,,
21153,925,,
21154,5860,,
21155,2350,,
21156,350,,
21157,33970,,
21158,20170,,
21160,2340,,
21161,5130,,
21162,4940,,
21163,7330,,
21201,10500,,
21202,12990,,
21203,1290,,
21204,15060,,
21205,10910,,
21206,41520,,
21207,40080,,
21208,30670,,
21209,25660,,
21210,9450,,
21211,13330,,
21212,26930,,
21213,21960,,
21214,16420,,
21215,41490,,
21216,19870,,
21217,19570,,
21218,29150,,
21219,8910,,
21220,39130,,
21221,37060,,
21222,49500,,
21223,14450,,
21224,42400,,
21225,27510,,
21226,5830,,
21227,30220,,
21228,45220,,
21229,34600,,
21230,27710,,
21231,11740,,
21233,35,,
21234,58840,,
21235,20,,
21236,37460,,
21237,28350,,
21239,22310,,
21240,117,,
21241,0,,
21244,32800,,
21250,46,,
21251,35,,
21252,59,,
21260,0,,
21261,0,,
21263,0,,
21264,0,,
21265,0,,
21268,0,,
21270,35,,
21273,0,,
21274,0,,
21275,0,,
21278,0,,
21279,0,,
21280,0,,
21281,73,,
21282,387,,
21283,0,,
21284,202,,
21285,100,,
21286,18480,,
21287,34,,
21288,0,,
21289,0,,
21290,0,,
21297,80,,
21298,0,,
21401,35280,,
21402,990,,
21403,28580,,
21404,266,,
21405,613,,
21409,19440,,
21411,0,,
21412,1107,,
21501,520,,
21502,29950,,
21503,56,,
21504,93,,
21505,223,,
21520,1830,,
21521,950,,
21522,154,,
21523,230,,
21524,507,,
21528,59,,
21529,680,,
21530,1320,,
21531,1850,,
21532,10280,,
21536,3370,,
21538,480,,
21539,2020,,
21540,48,,
21541,1400,,
21542,541,,
21543,239,,
21545,1550,,
21550,11690,,
21555,1360,,
21556,105,,
21557,1570,,
21560,78,,
21561,2130,,
21562,2210,,
21601,21790,,
21606,0,,
21607,440,,
21609,77,,
21610,300,,
21612,410,,
21613,15150,,
21617,10500,,
21619,6440,,
21620,9980,,
21622,390,,
21623,1980,,
21624,127,,
21625,2160,,
21626,104,,
21627,27,,
21628,474,,
21629,8650,,
21631,2450,,
21632,5510,,
21634,570,,
21635,1870,,
21636,990,,
21638,4700,,
21639,4160,,
21640,1500,,
21641,172,,
21643,5310,,
21644,148,,
21645,1040,,
21647,310,,
21648,186,,
21649,1680,,
21650,230,,
21651,2490,,
21652,176,,
21653,121,,
21654,1020,,
21655,4510,,
21656,0,,
21657,1070,,
21658,3650,,
21659,770,,
21660,3690,,
21661,2110,,
21662,690,,
21663,2760,,
21664,637,,
21665,270,,
21666,12730,,
21667,260,,
21668,1500,,
21669,211,,
21670,32,,
21671,720,,
21672,199,,
21673,3000,,
21675,81,,
21676,240,,
21677,440,,
21678,2020,,
21679,440,,
21681,0,,
21682,0,,
21683,0,,
21684,0,,
21685,0,,
21686,0,,
21687,0,,
21688,0,,
21690,0,,
21701,35460,,
21702,42670,,
21703,40060,,
21704,20690,,
21705,758,,
21709,0,,
21710,4420,,
21711,940,,
21713,8880,,
21714,439,,
21715,115,,
21716,6710,,
21717,406,,
21718,216,,
21719,1130,,
21720,250,,
21721,151,,
21722,5240,,
21723,1000,,
21727,3830,,
21733,1130,,
21734,1015,,
21737,2200,,
21738,3490,,
21740,53590,,
21741,870,,
21742,30620,,
21746,28,,
21747,0,,
21748,0,,
21749,0,,
21750,3160,,
21754,7260,,
21755,5530,,
21756,3370,,
21757,2680,,
21758,4650,,
21759,48,,
21762,490,,
21765,179,,
21766,560,,
21767,1080,,
21769,11810,,
21770,8280,,
21771,30240,,
21773,5250,,
21774,16940,,
21775,34,,
21776,5580,,
21777,1860,,
21778,1020,,
21779,960,,
21780,1410,,
21781,84,,
21782,3570,,
21783,8450,,
21784,38600,,
21787,10710,,
21788,10810,,
21790,134,,
21791,4830,,
21792,0,,
21793,10230,,
21794,2520,,
21795,8620,,
21797,9060,,
21798,2350,,
21801,24160,,
21802,1309,,
21803,508,,
21804,33290,,
21810,163,,
21811,22380,,
21813,2640,,
21814,270,,
21817,3980,,
21821,670,,
21822,2510,,
21824,142,,
21826,4740,,
21829,440,,
21830,3890,,
21835,370,,
21836,73,,
21837,2380,,
21838,1410,,
21840,300,,
21841,920,,
21842,10730,,
21843,1256,,
21849,2810,,
21850,2780,,
21851,6340,,
21852,0,,
21853,7520,,
21856,790,,
21857,0,,
21861,815,,
21862,96,,
21863,4080,,
21864,560,,
21865,360,,
21866,51,,
21867,213,,
21869,760,,
21871,1580,,
21872,630,,
21874,1930,,
21875,6430,,
21890,0,,
21901,16790,,
21902,121,,
21903,5020,,
21904,6030,,
21911,10170,,
21912,1040,,
21913,776,,
21914,813,,
21915,2810,,
21916,159,,
21917,2350,,
21918,3800,,
21919,2680,,
21920,365,,
21921,38420,,
21922,980,,
21930,222,,
22003,55120,,
22009,305,,
22015,42460,,
22025,17750,,
22026,20550,,
22027,2170,,
22030,48900,,
22031,31310,,
22032,28960,,
22033,36690,,
22034,0,,
22035,0,,
22036,0,,
22037,67,,
22038,415,,
22039,18820,,
22040,382,,
22041,24800,,
22042,31860,,
22043,23040,,
22044,11970,,
22046,17200,,
22047,0,,
22060,8760,,
22066,18510,,
22067,0,,
22079,33860,,
22081,0,,
22082,0,,
22092,0,,
22093,0,,
22095,0,,
22096,0,,
22101,30030,,
22102,23980,,
22103,170,,
22106,265,,
22107,0,,
22108,0,,
22109,0,,
22116,624,,
22118,0,,
22119,0,,
22120,0,,
22121,74,,
22122,112,,
22124,17810,,
22125,654,,
22134,4300,,
22135,0,,
22150,27630,,
22151,17630,,
22152,28900,,
22153,31750,,
22156,0,,
22158,0,,
22159,0,,
22160,0,,
22161,0,,
22172,9970,,
22180,25030,,
22181,14560,,
22182,26270,,
22183,258,,
22184,0,,
22185,0,,
22191,69520,,
22192,57340,,
22193,82590,,
22194,666,,
22195,1056,,
22199,474,,
22201,29680,,
22202,20870,,
22203,20800,,
22204,47010,,
22205,17390,,
22206,18360,,
22207,31060,,
22209,11000,,
22210,264,,
22211,460,,
22212,0,,
22213,3280,,
22214,133,,
22215,201,,
22216,181,,
22217,0,,
22218,0,,
22219,257,,
22222,0,,
22223,0,,
22225,0,,
22226,0,,
22227,0,,
22229,0,,
22230,0,,
22234,0,,
22240,0,,
22241,0,,
22242,0,,
22243,0,,
22244,0,,
22245,0,,
22246,0,,
22301,13040,,
22302,15940,,
22303,13940,,
22304,42270,,
22305,14710,,
22306,30400,,
22307,9440,,
22308,13740,,
22309,31340,,
22310,27890,,
22311,16660,,
22312,28060,,
22313,457,,
22314,31280,,
22315,26660,,
22320,184,,
22321,0,,
22331,0,,
22332,0,,
22333,0,,
22334,0,,
22336,0,,
22350,0,,
22401,22030,,
22402,552,,
22403,620,,
22404,1119,,
22405,33500,,
22406,26550,,
22407,60090,,
22408,30310,,
22412,0,,
22427,2910,,
22428,0,,
22430,71,,
22432,590,,
22433,250,,
22435,1930,,
22436,700,,
22437,560,,
22438,390,,
22442,76,,
22443,7760,,
22446,231,,
22448,1040,,
22451,139,,
22454,1590,,
22456,30,,
22460,1430,,
22463,348,,
22469,1680,,
22471,307,,
22472,363,,
22473,4140,,
22476,260,,
22480,1130,,
22481,185,,
22482,2640,,
22485,24120,,
22488,1230,,
22501,505,,
22503,3090,,
22504,190,,
22507,334,,
22508,14610,,
22509,31,,
22511,1170,,
22513,121,,
22514,2230,,
22517,308,,
22520,4900,,
22523,55,,
22524,332,,
22526,107,,
22528,77,,
22529,254,,
22530,171,,
22534,2870,,
22535,630,,
22538,250,,
22539,1940,,
22542,2000,,
22544,0,,
22545,71,,
22546,16380,,
22547,94,,
22548,82,,
22551,20340,,
22552,64,,
22553,16220,,
22554,61790,,
22555,1083,,
22556,28630,,
22558,0,,
22560,5880,,
22565,556,,
22567,2900,,
22570,29,,
22572,5280,,
22576,1340,,
22577,187,,
22578,2130,,
22579,503,,
22580,4560,,
22581,0,,
22601,24920,,
22602,29500,,
22603,14370,,
22604,1823,,
22610,1810,,
22611,8630,,
22620,2340,,
22622,0,,
22623,570,,
22624,2550,,
22625,3720,,
22626,103,,
22627,760,,
22630,30930,,
22637,2080,,
22639,630,,
22640,330,,
22641,260,,
22642,4490,,
22643,340,,
22644,2150,,
22645,4290,,
22646,408,,
22649,0,,
22650,830,,
22652,1290,,
22654,730,,
22655,21600,,
22656,5730,,
22657,11090,,
22660,1620,,
22663,1720,,
22664,8400,,
22701,34530,,
22709,920,,
22711,119,,
22712,10040,,
22713,1280,,
22714,980,,
22715,1120,,
22716,770,,
22718,720,,
22719,280,,
22720,900,,
22721,0,,
22722,230,,
22723,196,,
22724,2330,,
22725,70,,
22726,740,,
22727,4990,,
22728,3090,,
22729,280,,
22730,151,,
22731,220,,
22732,320,,
22733,1230,,
22734,3130,,
22735,2030,,
22736,620,,
22737,3290,,
22738,990,,
22739,63,,
22740,1100,,
22741,220,,
22742,1580,,
22743,205,,
22746,269,,
22747,1000,,
22748,164,,
22749,290,,
22801,29120,,
22802,24330,,
22803,987,,
22807,49,,
22810,910,,
22811,420,,
22812,7690,,
22815,8570,,
22820,180,,
22821,5410,,
22824,5700,,
22827,9710,,
22830,1480,,
22831,710,,
22832,980,,
22833,127,,
22834,1230,,
22835,9960,,
22840,4480,,
22841,2860,,
22842,4600,,
22843,2210,,
22844,4010,,
22845,55,,
22846,2240,,
22847,900,,
22848,30,,
22849,4310,,
22850,910,,
22851,5040,,
22853,4210,,
22901,33140,,
22902,19800,,
22903,26590,,
22904,179,,
22905,487,,
22906,994,,
22907,0,,
22908,19,,
22909,0,,
22910,0,,
22911,18430,,
22920,3640,,
22922,1680,,
22923,5610,,
22924,349,,
22931,330,,
22932,10160,,
22935,950,,
22936,5340,,
22937,1170,,
22938,1210,,
22939,5840,,
22940,1140,,
22942,8800,,
22943,510,,
22945,444,,
22946,240,,
22947,5060,,
22948,230,,
22949,1290,,
22952,1880,,
22957,117,,
22958,1850,,
22959,1610,,
22960,9650,,
22963,15650,,
22964,250,,
22965,268,,
22967,2110,,
22968,10460,,
22969,1190,,
22971,1460,,
22972,410,,
22973,5590,,
22974,4480,,
22976,220,,
22980,30060,,
22987,45,,
22989,195,,
23001,326,,
23002,9830,,
23003,810,,
23004,730,,
23005,16080,,
23009,7280,,
23011,980,,
23014,0,,
23015,4310,,
23018,480,,
23021,220,,
23022,620,,
23023,330,,
23024,8300,,
23025,240,,
23027,1210,,
23030,3930,,
23031,93,,
23032,190,,
23035,1290,,
23038,1640,,
23039,1090,,
23040,4040,,
23043,1480,,
23045,87,,
23047,1920,,
23050,660,,
23055,910,,
23056,280,,
23058,699,,
23059,40140,,
23060,36380,,
23061,19470,,
23062,2530,,
23063,4750,,
23064,180,,
23065,1540,,
23066,361,,
23067,135,,
23068,220,,
23069,3010,,
23070,430,,
23071,1550,,
23072,10660,,
23075,8910,,
23076,660,,
23079,270,,
23081,0,,
23083,1860,,
23084,1780,,
23085,300,,
23086,3230,,
23089,4890,,
23090,501,,
23091,280,,
23092,530,,
23093,12940,,
23101,22,,
23102,2930,,
23103,6180,,
23105,0,,
23106,1180,,
23107,0,,
23108,131,,
23109,1870,,
23110,580,,
23111,35990,,
23112,54130,,
23113,27170,,
23114,20970,,
23115,483,,
23116,32710,,
23117,9640,,
23119,280,,
23120,16030,,
23123,1420,,
23124,5210,,
23125,117,,
23126,450,,
23127,326,,
23128,960,,
23129,430,,
23130,136,,
23131,235,,
23138,830,,
23139,26210,,
23140,5800,,
23141,9480,,
23146,3090,,
23147,209,,
23148,1350,,
23149,2340,,
23150,11710,,
23153,1600,,
23154,44,,
23155,0,,
23156,1430,,
23160,19,,
23161,126,,
23162,215,,
23163,190,,
23168,8580,,
23169,960,,
23170,42,,
23173,108,,
23175,1710,,
23176,640,,
23177,630,,
23178,168,,
23180,350,,
23181,5400,,
23183,823,,
23184,840,,
23185,42620,,
23186,48,,
23187,1002,,
23188,44480,,
23190,26,,
23192,6620,,
23218,413,,
23219,3250,,
23220,19930,,
23221,12280,,
23222,20480,,
23223,41800,,
23224,30480,,
23225,33730,,
23226,15360,,
23227,21420,,
23228,31200,,
23229,31770,,
23230,7120,,
23231,33300,,
23232,21,,
23233,30910,,
23234,40500,,
23235,31040,,
23236,26620,,
23237,22850,,
23238,24340,,
23240,0,,
23241,114,,
23242,244,,
23249,0,,
23250,66,,
23255,414,,
23260,369,,
23261,713,,
23269,0,,
23273,19,,
23274,0,,
23276,0,,
23278,0,,
23279,0,,
23282,0,,
23284,0,,
23285,66,,
23286,0,,
23288,31,,
23289,0,,
23290,0,,
23291,0,,
23292,0,,
23293,0,,
23294,15750,,
23295,0,,
23297,0,,
23298,31,,
23301,1510,,
23302,153,,
23303,770,,
23304,196,,
23306,1020,,
23307,420,,
23308,1380,,
23310,3190,,
23313,196,,
23314,9220,,
23315,1320,,
23316,1567,,
23320,53980,,
23321,35590,,
23322,63180,,
23323,40520,,
23324,20150,,
23325,15800,,
23326,0,,
23327,577,,
23328,478,,
23336,2790,,
23337,390,,
23341,218,,
23345,0,,
23347,1224,,
23350,2560,,
23354,400,,
