Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,zip,derm_provider_count,irs_estimated_population,derm_to_pop_ratio,derm_to_pop_percent
Seymour,IN,47274.0,1,29860.0,3.348961821835231e-05,0.0033489618218352306
Muncie,IN,47303.0,3,16230.0,0.00018484288354898336,0.018484288354898334
Muncie,IN,47304.0,3,24920.0,0.0001203852327447833,0.012038523274478331
Richmond,IN,47374.0,1,36150.0,2.7662517289073305e-05,0.0027662517289073303
Bloomington,IN,47403.0,7,27160.0,0.0002577319587628866,0.025773195876288662
Jasper,IN,47546.0,1,21120.0,4.734848484848485e-05,0.004734848484848485
Vincennes,IN,47591.0,2,20930.0,9.555661729574773e-05,0.009555661729574772
Evansville,IN,47708.0,3,520.0,0.0057692307692307696,0.576923076923077
Evansville,IN,47713.0,3,7700.0,0.0003896103896103896,0.03896103896103896
Evansville,IN,47714.0,2,26850.0,7.4487895716946e-05,0.0074487895716946004
Terre Haute,IN,47802.0,1,27800.0,3.597122302158273e-05,0.003597122302158273
Terre Haute,IN,47803.0,1,18040.0,5.543237250554324e-05,0.005543237250554323
Lafayette,IN,47904.0,6,12900.0,0.00046511627906976747,0.046511627906976744
Lafayette,IN,47905.0,1,38190.0,2.6184865147944487e-05,0.0026184865147944486
West Lafayette,IN,47906.0,1,40980.0,2.4402147388970228e-05,0.002440214738897023
Crawfordsville,IN,47933.0,1,24960.0,4.0064102564102564e-05,0.004006410256410256
Birmingham,MI,48009.0,4,19840.0,0.00020161290322580645,0.020161290322580645
Beverly Hills,MI,48025.0,1,14600.0,6.84931506849315e-05,0.00684931506849315
Bingham Farms,MI,48025.0,1,14600.0,6.84931506849315e-05,0.00684931506849315
Southfield,MI,48034.0,5,10520.0,0.0004752851711026616,0.04752851711026616
Clinton Township,MI,48038.0,12,40180.0,0.00029865604778496767,0.029865604778496768
Clinton Twp,MI,48038.0,3,40180.0,7.466401194624192e-05,0.007466401194624192
Columbus,MI,48063.0,1,4090.0,0.00024449877750611245,0.024449877750611245
Roseville,MI,48066.0,1,40670.0,2.4588148512417014e-05,0.0024588148512417014
Royal Oak,MI,48067.0,3,20870.0,0.00014374700527072353,0.014374700527072353
Berkley,MI,48072.0,1,14290.0,6.997900629811057e-05,0.006997900629811057
Southfield,MI,48075.0,1,18300.0,5.46448087431694e-05,0.00546448087431694
Saint Clair Shores,MI,48081.0,1,18660.0,5.359056806002143e-05,0.0053590568060021436
Troy,MI,48083.0,3,21620.0,0.0001387604070305273,0.01387604070305273
Troy,MI,48084.0,5,14820.0,0.00033738191632928474,0.033738191632928474
Warren,MI,48088.0,2,21250.0,9.411764705882353e-05,0.009411764705882354
Warren,MI,48093.0,6,22170.0,0.00027063599458728013,0.027063599458728015
Troy,MI,48098.0,2,20360.0,9.823182711198428e-05,0.009823182711198428
Ann Arbor,MI,48103.0,6,49800.0,0.00012048192771084337,0.012048192771084336
Ann Arbor,MI,48104.0,4,20030.0,0.00019970044932601097,0.019970044932601096
Ann Arbor,MI,48105.0,10,26840.0,0.00037257824143070045,0.037257824143070044
Ann Arbor,MI,48108.0,1,23730.0,4.2140750105351876e-05,0.004214075010535188
Ann Arbor,MI,48109.0,11,130.0,0.08461538461538462,8.461538461538462
Annarbor,MI,48109.0,1,130.0,0.007692307692307693,0.7692307692307693
Brighton,MI,48114.0,4,20890.0,0.00019147917663954044,0.019147917663954045
Chelsea,MI,48118.0,4,13040.0,0.00030674846625766873,0.030674846625766874
Dearborn,MI,48124.0,8,31590.0,0.00025324469768914215,0.025324469768914216
Dearborn,MI,48128.0,1,11050.0,9.049773755656108e-05,0.009049773755656108
Dexter,MI,48130.0,2,16150.0,0.0001238390092879257,0.01238390092879257
Garden City,MI,48135.0,1,24690.0,4.050222762251924e-05,0.004050222762251924
Livonia,MI,48152.0,4,29390.0,0.00013610071452875127,0.013610071452875128
Livonia,MI,48154.0,4,36180.0,0.0001105583195135434,0.01105583195135434
Monroe,MI,48162.0,2,25230.0,7.927070947284978e-05,0.007927070947284977
Northville,MI,48167.0,1,23740.0,4.212299915754002e-05,0.004212299915754001
Plymouth,MI,48170.0,2,39220.0,5.099439061703213e-05,0.005099439061703213
South Lyon,MI,48178.0,1,36540.0,2.7367268746579092e-05,0.002736726874657909
Taylor,MI,48180.0,3,54260.0,5.528934758569849e-05,0.005528934758569849
Trenton,MI,48183.0,3,39380.0,7.618080243778567e-05,0.007618080243778567
Woodhaven,MI,48183.0,1,39380.0,2.5393600812595227e-05,0.0025393600812595226
Canton,MI,48187.0,7,49890.0,0.00014030867909400682,0.014030867909400682
Wyandotte,MI,48192.0,1,22090.0,4.526935264825713e-05,0.004526935264825713
Riverview,MI,48193.0,1,14070.0,7.107320540156361e-05,0.007107320540156361
Ypsilanti,MI,48197.0,6,52630.0,0.00011400342010260308,0.011400342010260307
Detroit,MI,48201.0,1,6570.0,0.00015220700152207003,0.015220700152207002
Detroit,MI,48202.0,19,8270.0,0.002297460701330109,0.22974607013301088
Detroit,MI,48203.0,1,13740.0,7.27802037845706e-05,0.0072780203784570605
Detroit,MI,48221.0,1,26960.0,3.70919881305638e-05,0.0037091988130563795
Grosse Pointe,MI,48230.0,3,16160.0,0.00018564356435643565,0.018564356435643563
Grosse Pointe Woods,MI,48236.0,4,29680.0,0.00013477088948787063,0.013477088948787063
Bloomfield Hills,MI,48301.0,1,14250.0,7.017543859649122e-05,0.007017543859649122
Bloomfield Hills,MI,48302.0,3,16340.0,0.0001835985312117503,0.01835985312117503
Royal Oak,MI,48302.0,1,16340.0,6.119951040391677e-05,0.006119951040391677
Bloomfield Hills,MI,48304.0,2,16190.0,0.00012353304508956145,0.012353304508956145
Rochester Hills,MI,48306.0,1,28190.0,3.5473572188719404e-05,0.0035473572188719402
Rochester,MI,48307.0,3,41010.0,7.31528895391368e-05,0.00731528895391368
Rochester Hills,MI,48307.0,3,41010.0,7.31528895391368e-05,0.00731528895391368
Rochester Hills,MI,48309.0,1,27460.0,3.641660597232338e-05,0.003641660597232338
Sterling Heights,MI,48310.0,1,39940.0,2.5037556334501753e-05,0.0025037556334501754
Sterling Heights,MI,48313.0,1,31240.0,3.201024327784891e-05,0.003201024327784891
Sterling Heights,MI,48314.0,1,19870.0,5.032712632108707e-05,0.0050327126321087065
Shelby Township,MI,48315.0,1,27010.0,3.702332469455757e-05,0.0037023324694557573
Shelby Twp,MI,48315.0,1,27010.0,3.702332469455757e-05,0.0037023324694557573
Shelby Township,MI,48316.0,1,27500.0,3.6363636363636364e-05,0.0036363636363636364
West Bloomfield,MI,48322.0,11,29100.0,0.0003780068728522337,0.03780068728522337
West Bloomfield,MI,48323.0,3,17390.0,0.00017251293847038527,0.017251293847038527
Auburn Hills,MI,48326.0,1,19350.0,5.167958656330749e-05,0.00516795865633075
Waterford,MI,48328.0,2,20640.0,9.689922480620155e-05,0.009689922480620155
Farmington Hills,MI,48334.0,4,16080.0,0.0002487562189054726,0.02487562189054726
Farmington,MI,48336.0,1,23180.0,4.3140638481449525e-05,0.004314063848144953
Farmington Hills,MI,48336.0,2,23180.0,8.628127696289905e-05,0.008628127696289905
Clarkston,MI,48346.0,5,20910.0,0.00023912003825920613,0.023912003825920614
Lake Orion,MI,48360.0,1,12520.0,7.987220447284345e-05,0.007987220447284345
Novi,MI,48374.0,1,17520.0,5.7077625570776254e-05,0.005707762557077625
Novi,MI,48377.0,4,16600.0,0.00024096385542168674,0.024096385542168672
Milford,MI,48381.0,1,13320.0,7.507507507507507e-05,0.0075075075075075074
Commerce Twp,MI,48382.0,1,22850.0,4.37636761487965e-05,0.00437636761487965
Wixom,MI,48393.0,1,15790.0,6.333122229259025e-05,0.006333122229259025
Durand,MI,48429.0,1,7630.0,0.0001310615989515072,0.01310615989515072
Fenton,MI,48430.0,2,37290.0,5.3633681952266026e-05,0.0053633681952266025
Grand Blanc,MI,48439.0,4,48430.0,8.259343382201115e-05,0.008259343382201115
Lapeer,MI,48446.0,3,26840.0,0.00011177347242921013,0.011177347242921014
Flint,MI,48507.0,1,23860.0,4.191114836546522e-05,0.004191114836546521
Flint,MI,48532.0,3,15980.0,0.00018773466833541926,0.018773466833541926
Saginaw,MI,48603.0,1,24660.0,4.0551500405515004e-05,0.0040551500405515
Saginaw,MI,48604.0,1,8410.0,0.00011890606420927467,0.011890606420927468
Saginaw,MI,48638.0,1,11330.0,8.8261253309797e-05,0.0088261253309797
Midland,MI,48640.0,1,28600.0,3.4965034965034965e-05,0.0034965034965034965
Bay City,MI,48706.0,2,35580.0,5.621135469364812e-05,0.005621135469364812
Sebewaing,MI,48759.0,1,2920.0,0.00034246575342465754,0.03424657534246575
East Lansing,MI,48823.0,3,30350.0,9.884678747940691e-05,0.009884678747940691
Howell,MI,48843.0,1,44810.0,2.2316447221602322e-05,0.0022316447221602323
Okemos,MI,48864.0,1,20820.0,4.803073967339097e-05,0.004803073967339097
Owosso,MI,48864.0,1,20820.0,4.803073967339097e-05,0.004803073967339097
Owosso,MI,48867.0,2,24460.0,8.176614881439084e-05,0.008176614881439084
Lansing,MI,48912.0,4,13150.0,0.0003041825095057034,0.030418250950570342
Lansing,MI,48917.0,1,29360.0,3.4059945504087195e-05,0.0034059945504087193
Portage,MI,49002.0,1,17670.0,5.659309564233164e-05,0.005659309564233164
Kalamazoo,MI,49007.0,1,7300.0,0.000136986301369863,0.0136986301369863
Portage,MI,49024.0,5,27900.0,0.00017921146953405018,0.017921146953405017
Saint Joseph,MI,49085.0,4,22430.0,0.00017833259028087384,0.017833259028087384
Jackson,MI,49201.0,1,36350.0,2.751031636863824e-05,0.002751031636863824
Jackson,MI,49203.0,3,31440.0,9.541984732824427e-05,0.009541984732824428
Adrian,MI,49221.0,1,32350.0,3.091190108191654e-05,0.0030911901081916537
Michigan Center,MI,49254.0,1,2860.0,0.00034965034965034965,0.03496503496503497
Caledonia,MI,49316.0,1,24400.0,4.098360655737705e-05,0.004098360655737705
Grand Haven,MI,49417.0,1,30660.0,3.2615786040443576e-05,0.0032615786040443577
Grandville,MI,49418.0,3,29980.0,0.00010006671114076051,0.01000667111407605
Holland,MI,49423.0,1,41380.0,2.416626389560174e-05,0.002416626389560174
Holland,MI,49424.0,2,45970.0,4.350663476180117e-05,0.004350663476180117
Ludington,MI,49431.0,1,15890.0,6.293266205160478e-05,0.0062932662051604785
North Shores,MI,49444.0,1,22380.0,4.468275245755138e-05,0.004468275245755138
Norton Shores,MI,49444.0,4,22380.0,0.00017873100983020553,0.017873100983020553
Grand Rapids,MI,49503.0,4,28970.0,0.0001380738695201933,0.01380738695201933
Wyoming,MI,49519.0,1,24680.0,4.051863857374392e-05,0.004051863857374392
Grand Rapids,MI,49525.0,2,27960.0,7.15307582260372e-05,0.0071530758226037204
Grand Rapids,MI,49546.0,11,29880.0,0.0003681392235609103,0.03681392235609103
Manistee,MI,49660.0,1,11550.0,8.658008658008658e-05,0.008658008658008658
Traverse City,MI,49684.0,5,19850.0,0.00025188916876574307,0.025188916876574305
Traverse City,MI,49686.0,5,22890.0,0.00021843599825251202,0.021843599825251202
Williamsburg,MI,49690.0,1,6260.0,0.0001597444089456869,0.01597444089456869
Alpena,MI,49707.0,1,19070.0,5.243838489774515e-05,0.005243838489774515
Charlevoix,MI,49720.0,1,8570.0,0.00011668611435239207,0.011668611435239206
Petoskey,MI,49770.0,2,16180.0,0.00012360939431396787,0.012360939431396788
Iron Mountain,MI,49801.0,1,10290.0,9.718172983479106e-05,0.009718172983479106
Marquette,MI,49855.0,2,25400.0,7.874015748031496e-05,0.007874015748031496
Munising,MI,49862.0,1,3590.0,0.0002785515320334262,0.02785515320334262
Ames,IA,50010.0,2,24010.0,8.329862557267805e-05,0.008329862557267805
Ames,IA,50014.0,2,18360.0,0.00010893246187363834,0.010893246187363833
Ankeny,IA,50023.0,2,42560.0,4.699248120300752e-05,0.0046992481203007525
Johnston,IA,50131.0,1,23180.0,4.3140638481449525e-05,0.004314063848144953
Pella,IA,50219.0,1,13100.0,7.633587786259542e-05,0.0076335877862595426
West Des Moines,IA,50266.0,4,33590.0,0.00011908306043465317,0.011908306043465317
Des Moines,IA,50309.0,2,6890.0,0.00029027576197387516,0.029027576197387515
Des Moines,IA,50314.0,1,9390.0,0.00010649627263045793,0.010649627263045794
Urbandale,IA,50323.0,1,17790.0,5.621135469364812e-05,0.005621135469364812
Clive,IA,50325.0,4,18620.0,0.00021482277121374866,0.021482277121374866
Mason City,IA,50401.0,1,24090.0,4.1511000415110007e-05,0.004151100041511001
Waterloo,IA,50701.0,1,25680.0,3.8940809968847354e-05,0.003894080996884735
Waterloo,IA,50702.0,1,17610.0,5.6785917092561044e-05,0.0056785917092561046
Sioux City,IA,51104.0,1,20340.0,4.9164208456243856e-05,0.004916420845624386
Spencer,IA,51301.0,1,11330.0,8.8261253309797e-05,0.0088261253309797
Dubuque,IA,52002.0,2,16200.0,0.0001234567901234568,0.01234567901234568
Dubuque,IA,52003.0,2,13320.0,0.00015015015015015014,0.015015015015015015
Coralville,IA,52241.0,5,18600.0,0.00026881720430107527,0.026881720430107527
Iowa City,IA,52242.0,14,90.0,0.15555555555555556,15.555555555555555
Iowa City,IA,52245.0,2,17330.0,0.0001154068090017311,0.011540680900173109
Cedar Rapids,IA,52402.0,4,35230.0,0.00011353959693443088,0.011353959693443088
Cedar Rapids,IA,52403.0,5,20130.0,0.00024838549428713363,0.024838549428713365
Ottumwa,IA,52501.0,1,25670.0,3.895597974289053e-05,0.0038955979742890533
West Burlington,IA,52655.0,1,3720.0,0.00026881720430107527,0.026881720430107527
Bettendorf,IA,52722.0,1,39250.0,2.5477707006369428e-05,0.002547770700636943
Muscatine,IA,52761.0,1,26920.0,3.714710252600297e-05,0.003714710252600297
Davenport,IA,52806.0,1,24760.0,4.038772213247173e-05,0.004038772213247173
Davenport,IA,52807.0,2,13640.0,0.0001466275659824047,0.01466275659824047
Brookfield,WI,53005.0,11,21800.0,0.0005045871559633027,0.05045871559633027
Germantown,WI,53022.0,2,19350.0,0.00010335917312661498,0.0103359173126615
Grafton,WI,53024.0,2,18210.0,0.00010982976386600769,0.010982976386600769
Menomonee Falls,WI,53051.0,5,37580.0,0.00013304949441192123,0.013304949441192123
Oconomowoc,WI,53066.0,2,36050.0,5.547850208044383e-05,0.005547850208044383
Summit,WI,53066.0,2,36050.0,5.547850208044383e-05,0.005547850208044383
Sheboygan,WI,53081.0,4,38270.0,0.00010452051215050954,0.010452051215050953
Slinger,WI,53086.0,1,9070.0,0.00011025358324145535,0.011025358324145536
Sussex,WI,53089.0,1,19760.0,5.060728744939271e-05,0.005060728744939271
Mequon,WI,53092.0,2,21010.0,9.519276534983341e-05,0.00951927653498334
Burlington,WI,53105.0,2,27690.0,7.222824124232574e-05,0.007222824124232575
Franklin,WI,53132.0,1,33750.0,2.962962962962963e-05,0.002962962962962963
Kenosha,WI,53142.0,3,30580.0,9.810333551340745e-05,0.009810333551340745
Lake Geneva,WI,53147.0,1,16190.0,6.176652254478072e-05,0.006176652254478073
Mukwonago,WI,53149.0,1,19460.0,5.1387461459403907e-05,0.0051387461459403904
New Berlin,WI,53151.0,4,31610.0,0.00012654223347042075,0.012654223347042075
Pleasant Prairie,WI,53158.0,2,17270.0,0.00011580775911986103,0.011580775911986103
Waukesha,WI,53186.0,2,28240.0,7.082152974504249e-05,0.0070821529745042485
Waukesha,WI,53188.0,3,32640.0,9.191176470588235e-05,0.009191176470588236
Milwaukee,WI,53202.0,1,18100.0,5.524861878453039e-05,0.0055248618784530384
Milwaukee,WI,53209.0,5,37320.0,0.0001339764201500536,0.01339764201500536
Milwaukee,WI,53211.0,5,24430.0,0.00020466639377814163,0.020466639377814164
Glendale,WI,53212.0,2,21230.0,9.420631182289213e-05,0.009420631182289214
Glendale,WI,53217.0,1,29610.0,3.3772374197906115e-05,0.0033772374197906115
Whitefish Bay,WI,53217.0,1,29610.0,3.3772374197906115e-05,0.0033772374197906115
Greenfield,WI,53220.0,1,24310.0,4.113533525298231e-05,0.004113533525298231
Greenfield,WI,53221.0,2,35590.0,5.6195560550716494e-05,0.005619556055071649
Milwaukee,WI,53226.0,11,17350.0,0.0006340057636887608,0.06340057636887608
Wauwatosa,WI,53226.0,9,17350.0,0.0005187319884726225,0.05187319884726225
West Allis,WI,53227.0,1,20080.0,4.9800796812749006e-05,0.0049800796812749
Mount Pleasant,WI,53406.0,3,25220.0,0.00011895321173671689,0.011895321173671689
Beloit,WI,53511.0,1,42390.0,2.359046945034206e-05,0.002359046945034206
Dodgeville,WI,53533.0,1,6740.0,0.0001483679525222552,0.014836795252225518
Fort Atkinson,WI,53538.0,2,17080.0,0.000117096018735363,0.011709601873536299
Janesville,WI,53546.0,3,28900.0,0.00010380622837370242,0.010380622837370242
Monroe,WI,53566.0,1,13850.0,7.220216606498195e-05,0.007220216606498195
Madison,WI,53705.0,1,20900.0,4.784688995215311e-05,0.004784688995215311
Fitchburg,WI,53711.0,2,46140.0,4.3346337234503684e-05,0.004334633723450368
Madison,WI,53713.0,1,19700.0,5.076142131979695e-05,0.005076142131979695
Madison,WI,53715.0,10,5020.0,0.00199203187250996,0.199203187250996
Madison,WI,53716.0,4,17690.0,0.00022611644997173544,0.022611644997173545
Madison,WI,53717.0,11,11470.0,0.0009590235396687009,0.0959023539668701
Madison,WI,53719.0,1,28970.0,3.451846738004832e-05,0.0034518467380048323
Madison,WI,53792.0,2,0.0,inf,inf
Beaver Dam,WI,53916.0,2,21120.0,9.46969696969697e-05,0.00946969696969697
Hudson,WI,54016.0,3,32090.0,9.348706762231224e-05,0.009348706762231224
De Pere,WI,54115.0,3,45940.0,6.5302568567697e-05,0.0065302568567697
Manitowoc,WI,54220.0,7,35220.0,0.00019875070982396367,0.019875070982396367
Sturgeon Bay,WI,54235.0,1,16690.0,5.9916117435590176e-05,0.005991611743559017
Green Bay,WI,54311.0,4,32730.0,0.00012221203788573176,0.012221203788573175
Green Bay,WI,54313.0,2,39220.0,5.099439061703213e-05,0.005099439061703213
Wausau,WI,54401.0,6,28870.0,0.00020782819535850364,0.020782819535850365
Marshfield,WI,54449.0,3,23940.0,0.00012531328320802005,0.012531328320802004
Stevens Point,WI,54481.0,1,21250.0,4.705882352941177e-05,0.004705882352941177
Stevens Point,WI,54482.0,1,8750.0,0.00011428571428571428,0.011428571428571429
Rhinelander,WI,54501.0,1,18230.0,5.485463521667581e-05,0.005485463521667581
La Crosse,WI,54601.0,5,35840.0,0.00013950892857142856,0.013950892857142856
Onalaska,WI,54650.0,9,23330.0,0.00038576939562794685,0.03857693956279468
Eau Claire,WI,54701.0,6,33690.0,0.00017809439002671417,0.017809439002671415
Eau Claire,WI,54703.0,4,37110.0,0.00010778765831312315,0.010778765831312315
Chippewa Falls,WI,54729.0,3,31230.0,9.606147934678194e-05,0.009606147934678195
Oshkosh,WI,54904.0,3,21130.0,0.00014197823000473261,0.014197823000473262
Appleton,WI,54911.0,1,22530.0,4.438526409232135e-05,0.004438526409232135
Appleton,WI,54913.0,4,23790.0,0.00016813787305590584,0.016813787305590584
Fond Du Lac,WI,54935.0,2,35890.0,5.572582892170521e-05,0.005572582892170521
Fond Du Lac,WI,54937.0,1,19460.0,5.1387461459403907e-05,0.0051387461459403904
Menasha,WI,54952.0,2,25020.0,7.993605115907275e-05,0.007993605115907274
Neenah,WI,54956.0,2,43730.0,4.5735193231191405e-05,0.004573519323119141
Lakeville,MN,55044.0,1,62940.0,1.5888147442008263e-05,0.0015888147442008264
Inver Grove Heights,MN,55076.0,2,19980.0,0.0001001001001001001,0.01001001001001001
Stillwater,MN,55082.0,1,34970.0,2.8595939376608523e-05,0.0028595939376608523
Wyoming,MN,55092.0,1,10150.0,9.852216748768474e-05,0.009852216748768473
Saint Paul,MN,55101.0,1,6070.0,0.00016474464579901152,0.016474464579901153
Saint Paul,MN,55102.0,1,15070.0,6.635700066357e-05,0.006635700066357
Saint Paul,MN,55104.0,5,34380.0,0.00014543339150668993,0.014543339150668994
Saint Paul,MN,55107.0,1,12400.0,8.064516129032258e-05,0.008064516129032258
Saint Paul,MN,55108.0,3,11830.0,0.00025359256128486897,0.0253592561284869
Saint Paul,MN,55110.0,2,36710.0,5.4481067828929447e-05,0.005448106782892944
Vadnais Heights,MN,55110.0,2,36710.0,5.4481067828929447e-05,0.005448106782892944
Arden Hills,MN,55112.0,2,41860.0,4.777830864787386e-05,0.004777830864787386
Roseville,MN,55113.0,1,37360.0,2.6766595289079228e-05,0.0026766595289079227
Eagan,MN,55123.0,6,26570.0,0.00022581859239744072,0.02258185923974407
Woodbury,MN,55125.0,4,42270.0,9.462976105985333e-05,0.009462976105985333
North Oaks,MN,55127.0,2,17940.0,0.00011148272017837236,0.011148272017837236
White Bear Lake,MN,55127.0,1,17940.0,5.574136008918618e-05,0.005574136008918618
Saint Paul,MN,55130.0,6,14390.0,0.0004169562195969423,0.04169562195969423
St. Paul,MN,55130.0,1,14390.0,6.949270326615705e-05,0.006949270326615705
Minnetonka,MN,55305.0,3,19780.0,0.00015166835187057634,0.015166835187057633
Burnsville,MN,55306.0,1,15840.0,6.313131313131313e-05,0.006313131313131313
Chanhassen,MN,55317.0,1,21710.0,4.6061722708429294e-05,0.004606172270842929
Excelsior,MN,55331.0,1,20020.0,4.995004995004995e-05,0.004995004995004995
Burnsville,MN,55337.0,7,43210.0,0.00016199953714417958,0.01619995371441796
Eden Prairie,MN,55347.0,1,30810.0,3.2456994482310936e-05,0.0032456994482310936
Maple Grove,MN,55369.0,4,37520.0,0.00010660980810234541,0.010660980810234541
Savage,MN,55378.0,2,31140.0,6.422607578676943e-05,0.006422607578676943
Waconia,MN,55387.0,2,14110.0,0.00014174344436569808,0.014174344436569808
Wayzata,MN,55391.0,1,15220.0,6.570302233902759e-05,0.006570302233902759
Minneapolis,MN,55402.0,3,1230.0,0.0024390243902439024,0.24390243902439024
Minneapolis,MN,55405.0,2,11820.0,0.00016920473773265651,0.01692047377326565
Minneapolis,MN,55407.0,1,31210.0,3.2041012495994874e-05,0.0032041012495994873
Minneapolis,MN,55408.0,1,25470.0,3.926187671770711e-05,0.0039261876717707105
Minneapolis,MN,55415.0,3,4050.0,0.0007407407407407407,0.07407407407407407
Minneapolis,MN,55416.0,3,29740.0,0.00010087424344317417,0.010087424344317418
St Louis Park,MN,55416.0,20,29740.0,0.0006724949562878278,0.06724949562878278
St. Louis Park,MN,55416.0,1,29740.0,3.362474781439139e-05,0.0033624747814391394
Minneapolis,MN,55421.0,1,26310.0,3.800836183960471e-05,0.003800836183960471
Saint Anthony,MN,55421.0,1,26310.0,3.800836183960471e-05,0.003800836183960471
Richfield,MN,55423.0,2,33120.0,6.038647342995169e-05,0.006038647342995169
Edina,MN,55424.0,1,10220.0,9.784735812133073e-05,0.009784735812133072
Bloomington,MN,55425.0,1,9370.0,0.00010672358591248666,0.010672358591248666
Fridley,MN,55432.0,9,29500.0,0.00030508474576271185,0.030508474576271184
Blaine,MN,55434.0,1,29900.0,3.3444816053511705e-05,0.0033444816053511705
Edina,MN,55435.0,16,12070.0,0.0013256006628003315,0.13256006628003314
Plymouth,MN,55446.0,1,28480.0,3.51123595505618e-05,0.00351123595505618
Plymouth,MN,55447.0,2,20060.0,9.970089730807577e-05,0.009970089730807577
Minneapolis,MN,55454.0,3,5450.0,0.0005504587155963303,0.05504587155963303
Minneapolis,MN,55455.0,13,80.0,0.1625,16.25
Minnneapolis,MN,55455.0,1,80.0,0.0125,1.25
Dultuh,MN,55805.0,1,6120.0,0.0001633986928104575,0.01633986928104575
Duluth,MN,55805.0,7,6120.0,0.0011437908496732027,0.11437908496732027
Rochester,MN,55901.0,1,52800.0,1.893939393939394e-05,0.001893939393939394
Rochester,MN,55904.0,2,25790.0,7.754943776657619e-05,0.007754943776657619
Rochester,MN,55905.0,42,121.0,0.34710743801652894,34.710743801652896
Austin,MN,55912.0,1,26940.0,3.7119524870081664e-05,0.0037119524870081666
Mankato,MN,56001.0,2,37470.0,5.337603416066186e-05,0.005337603416066186
Mankato,MN,56002.0,1,671.0,0.0014903129657228018,0.14903129657228018
Albert Lea,MN,56007.0,2,18440.0,0.00010845986984815618,0.010845986984815618
New Ulm,MN,56073.0,1,15650.0,6.389776357827476e-05,0.006389776357827476
Saint Peter,MN,56082.0,1,11070.0,9.03342366757001e-05,0.00903342366757001
Willmar,MN,56201.0,3,22360.0,0.00013416815742397137,0.013416815742397137
Saint Cloud,MN,56303.0,3,23570.0,0.00012728044123886295,0.012728044123886294
St Cloud,MN,56303.0,2,23570.0,8.485362749257531e-05,0.00848536274925753
Alexandria,MN,56308.0,2,24810.0,8.061265618702137e-05,0.008061265618702136
Sartell,MN,56377.0,1,20090.0,4.977600796416127e-05,0.004977600796416127
Sauk Rapids,MN,56379.0,1,16160.0,6.188118811881188e-05,0.006188118811881188
Baxter,MN,56425.0,1,8020.0,0.00012468827930174563,0.012468827930174562
Pine River,MN,56474.0,1,3940.0,0.0002538071065989848,0.025380710659898477
Detroit Lakes,MN,56501.0,1,15350.0,6.514657980456026e-05,0.0065146579804560255
Bemidji,MN,56601.0,1,28500.0,3.508771929824561e-05,0.003508771929824561
Dakota Dunes,SD,57049.0,1,7460.0,0.00013404825737265417,0.013404825737265418
Yankton,SD,57078.0,1,17200.0,5.8139534883720933e-05,0.005813953488372093
Sioux Falls,SD,57105.0,9,19420.0,0.0004634397528321318,0.046343975283213185
Sioux Falls,SD,57108.0,11,31840.0,0.0003454773869346734,0.03454773869346734
Watertown,SD,57201.0,1,23590.0,4.23908435777872e-05,0.00423908435777872
Mitchell,SD,57301.0,1,16610.0,6.020469596628537e-05,0.006020469596628537
Aberdeen,SD,57401.0,1,28100.0,3.558718861209964e-05,0.0035587188612099642
Pierre,SD,57501.0,2,15580.0,0.00012836970474967908,0.012836970474967908
Rapid City,SD,57701.0,12,36630.0,0.0003276003276003276,0.03276003276003276
Rapid City,SD,57702.0,2,31760.0,6.297229219143577e-05,0.006297229219143576
Spearfish,SD,57783.0,1,14960.0,6.684491978609626e-05,0.0066844919786096255
Fargo,ND,58103.0,5,39210.0,0.00012751849018107625,0.012751849018107626
Fargo,ND,58104.0,6,44930.0,0.00013354106387714222,0.013354106387714223
Grand Forks,ND,58201.0,2,35190.0,5.683432793407218e-05,0.005683432793407218
Grand Forks,ND,58206.0,1,278.0,0.0035971223021582736,0.3597122302158274
Bismarck,ND,58501.0,3,23640.0,0.0001269035532994924,0.012690355329949238
Bismark,ND,58501.0,1,23640.0,4.230118443316413e-05,0.004230118443316413
Bismarck,ND,58503.0,5,35390.0,0.00014128284826222097,0.014128284826222097
Minot,ND,58701.0,2,27400.0,7.299270072992701e-05,0.007299270072992701
Williston,ND,58801.0,1,27250.0,3.6697247706422016e-05,0.0036697247706422016
Billings,MT,59101.0,6,33740.0,0.00017783046828689981,0.01778304682868998
Billings,MT,59102.0,2,41320.0,4.84027105517909e-05,0.004840271055179091
Great Falls,MT,59405.0,3,27480.0,0.0001091703056768559,0.010917030567685589
Helena,MT,59601.0,4,25460.0,0.00015710919088766692,0.015710919088766692
Butte,MT,59701.0,1,27490.0,3.637686431429611e-05,0.003637686431429611
Bozeman,MT,59715.0,1,26390.0,3.7893141341417206e-05,0.0037893141341417205
Bozeman,MT,59718.0,5,37330.0,0.0001339405304045004,0.013394053040450042
Missoula,MT,59801.0,2,23570.0,8.485362749257531e-05,0.00848536274925753
Missoula,MT,59804.0,6,7030.0,0.0008534850640113798,0.08534850640113799
Kalispell,MT,59901.0,7,51060.0,0.00013709361535448492,0.013709361535448493
Arlington Heights,IL,60004.0,2,50300.0,3.9761431411530815e-05,0.003976143141153081
Arlington Hts,IL,60004.0,1,50300.0,1.9880715705765408e-05,0.0019880715705765406
Elk Grove Village,IL,60007.0,1,32050.0,3.1201248049921994e-05,0.0031201248049921994
